id	effectiveTime	active	moduleId	refsetId	referencedComponentId	owlExpression
7aa0bc7b-7ae8-40e4-aba9-6cc599cc09dc		1	900000000000207008	733073007	410514004	SubClassOf(:410514004 :288529006)
f166f6e8-462b-4f01-8b2c-abe4b1fa5038		1	900000000000207008	733073007	404684003	SubClassOf(:404684003 :138875005)
4e42bf9f-3794-4aeb-8bfa-1e08ec9df2ed		1	900000000000012004	733073007	900000000000481005	SubClassOf(:900000000000481005 :900000000000491004)
b80e6d1c-5ef3-4da8-801e-d5f3d470bc08		1	900000000000012004	733073007	900000000000455006	SubClassOf(:900000000000455006 :900000000000454005)
cac19495-3756-4a52-ad3f-0f04907c380e		1	900000000000012004	733073007	408731000	SubObjectPropertyOf(:408731000 :762705008)
dd7315f9-aee1-46a6-ac25-8e8a80c8c938		1	900000000000012004	733073007	900000000000495008	SubClassOf(:900000000000495008 ObjectIntersectionOf(:900000000000493001 :900000000000545005))
1cb205ee-82fe-4790-9d1e-08254ed05fd3		1	900000000000207008	733073007	413350009	EquivalentClasses(:413350009 ObjectIntersectionOf(:243796009 ObjectSomeValuesFrom(:609096000 ObjectSomeValuesFrom(:408729009 :410514004)) ObjectSomeValuesFrom(:609096000 ObjectSomeValuesFrom(:408731000 :410510008))))
9fd8a292-e2ad-492e-981c-72872bad7751		1	900000000000012004	733073007	900000000000443000	SubClassOf(:900000000000443000 :900000000000442005)
cebd1e00-5d2a-44df-8c42-32abd3872e47		1	900000000000207008	733073007	72670004	SubClassOf(:72670004 :118222006)
4a6b312a-8914-4a04-bcb4-22c59b945b2a		1	900000000000207008	733073007	49755003	SubClassOf(:49755003 :118956008)
c48ef74e-2dd6-41ec-9b62-752881da2ecf		1	900000000000012004	733073007	900000000000480006	SubClassOf(:900000000000480006 :900000000000455006)
499b0096-9be6-49e1-ad6c-2bb6edbc93a2		1	900000000000207008	733073007	50960005	SubClassOf(:50960005 :107658001)
5eb88844-f912-4b33-b428-8a8d2ad8b739		1	900000000000012004	733073007	900000000000496009	SubClassOf(:900000000000496009 :900000000000455006)
290269b1-9c99-4aad-8660-0f0207ffee44		1	900000000000012004	733073007	900000000000003001	SubClassOf(:900000000000003001 :900000000000446008)
33b69bba-d328-46ab-b15a-0efda06bbdb9		1	900000000000012004	733073007	900000000000508004	SubClassOf(:900000000000508004 :900000000000507009)
6b507e70-7cf4-47bc-bd72-b90594728cab		1	900000000000012004	733073007	900000000000074008	SubClassOf(:900000000000074008 :900000000000444006)
04ee7acc-2bc7-416d-9a35-b635bbd895cf		1	900000000000012004	733073007	900000000000457003	SubClassOf(:900000000000457003 :900000000000454005)
3d1bf06b-1e0f-49eb-821f-5b17637859e9		1	900000000000012004	733073007	900000000000451002	SubClassOf(:900000000000451002 :900000000000450001)
ea40335f-f252-4644-9f86-7be49df3cd3a		1	900000000000012004	733073007	900000000000550004	SubClassOf(:900000000000550004 :900000000000446008)
185892cf-0b95-44b5-8cc7-0408e4a9ab58		1	900000000000012004	733073007	900000000000216007	SubClassOf(:900000000000216007 :900000000000226000)
c9a70b89-af73-4284-8159-7787cf8fd4f9		1	900000000000012004	733073007	900000000000218008	SubClassOf(:900000000000218008 :900000000000226000)
55c5f6ad-605a-4449-b85a-6b6ea05997ab		1	900000000000207008	733073007	118956008	SubClassOf(:118956008 :123037004)
c3977036-1ce3-4a44-976c-c4795880979f		1	900000000000012004	733073007	446609009	SubClassOf(:446609009 :900000000000455006)
9c987a31-a4d8-45cb-8880-c4e1d1588494		1	900000000000012004	733073007	900000000000013009	SubClassOf(:900000000000013009 :900000000000446008)
3378a9c5-a3fc-4c28-9506-88b1c261aeed		1	900000000000012004	733073007	408732007	SubObjectPropertyOf(:408732007 :762705008)
92195e1a-15e1-42ed-89a0-ebf313d495b7		1	900000000000207008	733073007	48176007	SubClassOf(:48176007 :138875005)
33d7af49-ba20-4eab-9461-0f68d9b6a363		1	900000000000012004	733073007	900000000000489007	SubClassOf(:900000000000489007 :900000000000480006)
18af6036-9c51-467b-afc8-eb4ffbbe67a9		1	900000000000012004	733073007	106237007	SubClassOf(:106237007 :900000000000441003)
6852310a-10a7-4ba6-a448-32ebd6ef2769		1	900000000000012004	733073007	408739003	SubClassOf(:408739003 :246061005)
3bb3f13a-b9a0-4a92-aff4-83eac519b83e		1	900000000000012004	733073007	900000000000448009	SubClassOf(:900000000000448009 :900000000000447004)
5f14206e-ebfe-4849-9319-21d69d16f855		1	900000000000012004	733073007	900000000000442005	SubClassOf(:900000000000442005 :900000000000441003)
9cf6b563-0420-4619-84c9-91e5a958b5d1		1	900000000000012004	733073007	900000000000539002	SubClassOf(:900000000000539002 :900000000000457003)
069c7441-0dd4-4226-bef9-7b1490348ba3		1	900000000000012004	733073007	900000000000491004	SubClassOf(:900000000000491004 :900000000000457003)
f4cd87c7-fff9-4f79-a21e-8b0f5cdb876e		1	900000000000012004	733073007	900000000000450001	SubClassOf(:900000000000450001 :900000000000442005)
e50de12a-7c8d-4523-96d8-a0eb67484d62		1	900000000000012004	733073007	900000000000549004	SubClassOf(:900000000000549004 :900000000000511003)
602f8c7a-cd4a-44b0-9d3f-b67c7e06efd9		1	900000000000012004	733073007	900000000000454005	SubClassOf(:900000000000454005 :900000000000441003)
1b5bf593-7b95-4dfd-bc71-cdf055c4cfaa		1	900000000000012004	733073007	900000000000482003	SubClassOf(:900000000000482003 ObjectIntersectionOf(:900000000000481005 :900000000000493001 :900000000000546006))
f7f4899c-1869-46ac-921f-5a76841d947f		1	900000000000207008	733073007	131148009	EquivalentClasses(:131148009 ObjectIntersectionOf(:404684003 ObjectSomeValuesFrom(:609096000 ObjectSomeValuesFrom(:116676008 :50960005))))
ebabc288-c4dd-4a8a-9bca-708f4b643910		1	900000000000207008	733073007	255203001	SubClassOf(:255203001 :362981000)
1c88f76a-4fef-49a5-9aa0-2ee6d641f005		1	900000000000012004	733073007	900000000000444006	SubClassOf(:900000000000444006 :900000000000442005)
199c91a5-d666-4920-9103-8aad17b6acfd		1	900000000000207008	733073007	243796009	SubClassOf(:243796009 :138875005)
fc6b81b0-52c6-4b2f-99e4-a65a77563e60		1	900000000000012004	733073007	900000000000545005	SubClassOf(:900000000000545005 :900000000000491004)
639e7b96-ef28-48a4-9d70-451975e4ccfc		1	900000000000012004	733073007	900000000000509007	SubClassOf(:900000000000509007 :900000000000507009)
3324abd5-91f9-4d83-9a7c-3fbac88ed7cd		1	900000000000012004	733073007	900000000000011006	SubClassOf(:900000000000011006 :900000000000006009)
e62c348f-1d05-43db-8e6b-73751f7add06		1	900000000000012004	733073007	900000000000538005	SubClassOf(:900000000000538005 :900000000000455006)
87868762-3093-4ef0-8419-f8ac28c15d2e		1	900000000000207008	733073007	107658001	SubClassOf(:107658001 :49755003)
201b6280-4f54-49e7-a8b2-27f7d97ffab1		1	900000000000012004	733073007	900000000000526001	SubClassOf(:900000000000526001 :900000000000522004)
83df821a-2eac-49db-8cfe-b8ead62c469e		1	900000000000012004	733073007	900000000000017005	SubClassOf(:900000000000017005 :900000000000447004)
1c40b27f-046e-4c9e-88ed-d5aaab959562		1	900000000000012004	733073007	900000000000010007	SubClassOf(:900000000000010007 :900000000000006009)
10301b1d-733c-4776-84ca-362b2a067728		1	900000000000207008	733073007	118222006	SubClassOf(:118222006 :250171008)
17e5a880-f9d6-4ad7-976b-4d60f49f5d01		1	900000000000012004	733073007	900000000000484002	SubClassOf(:900000000000484002 ObjectIntersectionOf(:900000000000481005 :900000000000546006))
8fa5122a-9956-4b5f-bc56-b10f6eb351dd		1	900000000000012004	733073007	900000000000523009	SubClassOf(:900000000000523009 :900000000000522004)
5b0a604e-6772-41c2-9ccc-54a425e1d2e3		1	900000000000012004	733073007	900000000000446008	SubClassOf(:900000000000446008 :900000000000442005)
70157bda-a826-4d57-a656-1221fd00f0a8		1	900000000000012004	733073007	410662002	SubClassOf(:410662002 :246061005)
6f8f9d26-b01a-4644-b722-d9d73b000480		1	900000000000012004	733073007	900000000000490003	SubClassOf(:900000000000490003 :900000000000480006)
09a05178-6fa0-4a36-9cdc-f24b640bcf0b		1	900000000000012004	733073007	900000000000492006	SubClassOf(:900000000000492006 ObjectIntersectionOf(:900000000000481005 :900000000000493001 :900000000000545005))
95bd6b9a-0ff2-4e43-98fd-e32a2e432d99		1	900000000000207008	733073007	288529006	SubClassOf(:288529006 :362981000)
2e5531e6-cc13-44a4-8e1f-48faceb43373		1	900000000000012004	733073007	900000000000534007	SubClassOf(:900000000000534007 :900000000000455006)
2cb57dd1-07df-4918-8a56-e0d68cbb3fb1		1	900000000000012004	733073007	116676008	SubObjectPropertyOf(:116676008 :762705008)
6b8e7c04-6416-4c8f-a0d8-07a33f370de8		1	900000000000207008	733073007	64572001	SubClassOf(:64572001 :404684003)
e44340d1-7da9-4156-8fb0-5dc5694eeef7		1	900000000000012004	733073007	900000000000006009	SubClassOf(:900000000000006009 :900000000000449001)
acba272a-8d5f-4f10-aefa-e8bbfd54e0ec		1	900000000000012004	733073007	900000000000511003	SubClassOf(:900000000000511003 :900000000000457003)
8d376089-1afd-43d8-a1cb-f87342eb690e		1	900000000000012004	733073007	900000000000540000	SubClassOf(:900000000000540000 :900000000000539002)
9f9cdcd2-3fb1-4851-b16b-6b5e952f6d62		1	900000000000012004	733073007	900000000000207008	SubClassOf(:900000000000207008 :900000000000445007)
7d27b49f-7582-43b1-a17d-5edc04ee532b		1	900000000000012004	733073007	900000000000507009	SubClassOf(:900000000000507009 :900000000000506000)
edd088cd-540c-4f62-bc5d-ab92986d5c56		1	900000000000207008	733073007	300577008	SubClassOf(:300577008 ObjectIntersectionOf(:250171008 ObjectSomeValuesFrom(:609096000 ObjectSomeValuesFrom(:116676008 :49755003))))
423bea57-a816-42ae-b80d-a2455f971634		1	900000000000012004	733073007	900000000000483008	SubClassOf(:900000000000483008 ObjectIntersectionOf(:900000000000481005 :900000000000493001 :900000000000546006))
574e6de6-0963-47c4-b095-213a05aba4d1		1	900000000000012004	733073007	900000000000486000	SubClassOf(:900000000000486000 ObjectIntersectionOf(:900000000000481005 :900000000000493001 :900000000000546006))
dd29f375-7d4a-4dea-92b3-f98e5cf2ff32		1	900000000000207008	733073007	370115009	SubClassOf(:370115009 :138875005)
82f2e0c6-6daf-4984-a728-4cdca6ec258b		1	900000000000012004	733073007	900000000000494007	SubClassOf(:900000000000494007 ObjectIntersectionOf(:900000000000493001 :900000000000546006))
31901f99-27a1-4b0e-bf18-26308892db72		1	900000000000012004	733073007	900000000000512005	SubClassOf(:900000000000512005 :900000000000455006)
4a644a18-6ba8-4c59-85f7-cb9dd0952cd4		1	900000000000012004	733073007	900000000000226000	SubClassOf(:900000000000226000 :900000000000491004)
6096f6f0-a52d-47f1-8546-b9410103af01		1	900000000000207008	733073007	250171008	SubClassOf(:250171008 :404684003)
7354dc7c-6522-4579-b1d9-b055167d6b26		1	900000000000012004	733073007	900000000000522004	SubClassOf(:900000000000522004 :900000000000521006)
d4de2f4f-e7c4-4fc2-97ec-d4d846bc8dbd		1	900000000000207008	733073007	123037004	SubClassOf(:123037004 :138875005)
443ecda5-19ea-4569-b2b0-d419004d64b5		1	900000000000012004	733073007	408729009	SubObjectPropertyOf(:408729009 :762705008)

# Link OWL Properties / Attributes to the Concept hierarchy
01aaf957-a9ed-44fc-b320-985f13eb30da		1	900000000000012004	733073007	762705008	SubClassOf(:762705008 :410662002)
7271e0b5-3136-42a8-8460-4772364d3fab		1	900000000000012004	733073007	762706009	SubClassOf(:762706009 :410662002)
